GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000113211	5	140529683	140532868	1	q31.3	PCDHB6	56130	NM_018939
ENSG00000113212	5	140552243	140555957	1	q31.3	PCDHB7	56129	NM_018940
ENSG00000114544	3	125725198	125820404	-1	q21.3	SLC41A3	54946	NM_001008485,NM_001008486,NM_001164475,NM_017836,NM_001008487
ENSG00000223687	HSCHR6_MHC_COX	28959158	28969698	-1	null	null	282890	null
ENSG00000126524	7	66452664	66460635	-1	q11.21	SBDS	51119	NM_016038,NR_024110,NR_024111
ENSG00000114547	3	125687987	125702297	1	q21.2	ROPN1B	152015	NM_001012337
ENSG00000139832	13	111175417	111214080	-1	q34	RAB20	55647	NM_017817
ENSG00000115875	2	38970741	38978636	-1	p22.1	SRSF7	6432	NM_001195446,NM_001031684
ENSG00000101236	20	3912068	3996229	-1	p13	RNF24	11237	NM_007219,NM_001134337,NM_001134338
ENSG00000126522	7	65540785	65558545	1	q11.21	ASL	435	NM_001024944,NM_001024946,NM_000048,NM_001024943
ENSG00000139835	13	113978544	114018446	-1	q34	GRTP1	79774	NM_024719
ENSG00000152804	10	94449712	94455397	1	q23.33	HHEX	3087	NM_002729
ENSG00000140829	16	72127615	72146811	1	q22.2	DHX38	9785	NM_014003
ENSG00000102572	13	99102455	99230194	-1	q32.2	STK24	8428	NM_001032296,NM_003576
ENSG00000006740	17	12692829	12894960	1	p12	ARHGAP44	9912	NM_014859
ENSG00000234343	HSCHR6_MHC_DBB	31807625	31812872	-1	null	null	4758	null
ENSG00000114554	3	126707437	126756235	1	q21.3	PLXNA1	5361	NM_032242
ENSG00000102575	19	11685477	11689801	-1	p13.2	ACP5	54	NM_001111034,NM_001111035,NM_001111036,NM_001611
ENSG00000127863	13	24144509	24250232	1	q12.12	TNFRSF19	55504	NM_018647,NM_148957
ENSG00000223699	HSCHR6_MHC_MANN	33284377	33314194	-1	null	null	null	null
ENSG00000234347	HSCHR6_MHC_DBB	29393220	29424782	-1	null	null	26531	null
ENSG00000115884	2	20400558	20425194	-1	p24.1	SDC1	6382	NM_002997,NM_001006946
ENSG00000101247	20	13765596	13799067	1	p12.1	C20orf7	79133	NM_001039375,NM_024120,NR_029377
ENSG00000235676	HSCHR6_MHC_COX	31642147	31658607	-1	null	null	7920	null
ENSG00000140830	16	72118752	72128215	-1	q22.2	TXNL4B	54957	NM_017853,NM_001142317,NM_001142318
ENSG00000139842	13	113862552	113919399	1	q34	CUL4A	8451	NM_003589,NM_001008895
ENSG00000140832	16	71660089	71675868	1	q22.2	MARVELD3	91862	NM_001017967,NM_052858
ENSG00000006744	17	12894930	12921381	-1	p12	ELAC2	60528	NM_173717,NM_001165962,NM_018127
ENSG00000101246	20	62329996	62339355	-1	q13.33	ARFRP1	10139	NM_003224,NM_001134758
ENSG00000140835	16	71560036	71572491	1	q22.2	CHST4	10164	NM_005769,NM_001166395
ENSG00000140836	16	72816784	73092534	-1	q22.3	ZFHX3	463	NM_001164766,NM_006885
ENSG00000125207	12	130822432	130857182	1	q24.33	PIWIL1	9271	NM_004764,NM_001190971
ENSG00000152818	6	144606837	145174170	1	q24.2	UTRN	7402	NM_007124
ENSG00000140839	16	74442531	74455649	-1	q23.1	CLEC18B	497190	NM_001011880
ENSG00000006747	7	12610203	12693228	1	p21.3	SCIN	85477	NM_001112706,NM_033128
ENSG00000235680	HSCHR6_MHC_MANN	29791677	29795834	1	null	null	3135	null
ENSG00000127870	13	26706253	26796791	-1	q12.13	RNF6	6049	NM_183043,NM_005977,NM_183044
ENSG00000101251	20	13829893	13977089	-1	p12.1	SEL1L2	80343	NM_025229
ENSG00000102580	13	96329411	96443301	1	q32.1	DNAJC3	5611	NM_006260
ENSG00000005421	7	94926988	95025673	-1	q21.3	PON1	5444	NM_000446
ENSG00000126542	10	49272334	49348472	-1	q11.22	PTPN20C	null	null
ENSG00000101255	20	361261	378203	1	p13	TRIB3	57761	NM_021158
ENSG00000126545	4	70796799	70812289	1	q13.3	CSN1S1	1446	NM_001025104,NM_001890
ENSG00000006756	X	2822011	2847392	-1	p22.33	ARSD	414	NM_001669,NM_009589
ENSG00000233024	16	18451943	18473188	-1	p12.3	null	100288332,642799,642778	null
ENSG00000006757	X	7866288	7895780	-1	p22.31	PNPLA4	8228	NM_004650,NM_001142389,NM_001172672
ENSG00000245008	11	128551135	128556817	-1	q24.3	null	null	null
ENSG00000126549	4	70861647	70868287	1	q13.3	STATH	6779	NM_001009181,NM_003154
ENSG00000113231	5	76506274	76725632	1	q13.3	PDE8B	8622	NM_001029853,NM_001029854,NM_003719,NM_001029851,NM_001029852
ENSG00000152822	6	146348782	146758734	1	q24.3	GRM1	2911	NM_000838,NM_001114329
ENSG00000248993	6	32905141	32920899	-1	p21.32	null	null	null
ENSG00000140848	16	57126506	57181878	1	q13	CPNE2	221184	NM_152727
ENSG00000164808	8	48173167	48648868	1	q11.21	KIAA0146	23514	NM_001080394
ENSG00000115896	2	198669426	199437305	1	q33.1	PLCL1	5334	NM_006226
ENSG00000235692	HSCHR6_MHC_MCF	33427426	33436525	1	null	null	10471	NM_001185181
ENSG00000113240	5	178029665	178057616	-1	q35.3	CLK4	57396	NM_020666
ENSG00000114573	3	113465664	113530903	1	q13.2	ATP6V1A	523	NM_001690
ENSG00000127884	10	135175984	135187193	-1	q26.3	ECHS1	1892	NM_004092
ENSG00000102595	13	96453834	96705736	-1	q32.1	UGGT2	55757	NM_020121
ENSG00000101266	20	459116	524482	-1	p13	CSNK2A1	1457	NM_177559,NR_002207,NM_001895,NM_177560
ENSG00000139865	14	38222329	38311899	1	q21.1	TTC6	319089	null
ENSG00000235696	HSCHR6_MHC_SSTO	31879619	31905301	1	null	null	717	null
ENSG00000113248	5	140625147	140627799	1	q31.3	PCDHB15	56121	NM_018935
ENSG00000113249	5	156456424	156486130	-1	q33.3	HAVCR1	26762	NM_001099414,NM_001173393,NM_012206
ENSG00000126550	4	70916119	70924562	1	q13.3	HTN1	3346	NM_002159
ENSG00000137203	6	10393419	10419892	-1	p24.3	TFAP2A	7020	NM_001042425,NM_001032280,NM_003220
ENSG00000137200	6	37400995	37450603	1	p21.2	FTSJD2	23070	NM_015050
ENSG00000151500	11	134118173	134123285	-1	q25	THYN1	29087	NM_199298,NM_014174,NM_001037304,NM_001037305,NM_199297
ENSG00000140853	16	57023397	57117443	1	q13	NLRC5	84166	NM_032206
ENSG00000151502	11	134094539	134117686	1	q25	VPS26B	112936	NM_052875
ENSG00000151503	11	134020014	134095348	-1	q25	NCAPD3	23310	NM_015261
ENSG00000005436	2	75879126	75938115	-1	p12	C2orf3	6936	NM_003203,NM_001201334
ENSG00000164815	7	103766788	103848495	-1	q22.2	ORC5	5001	NM_181747,NM_002553
ENSG00000164816	8	6912831	6914256	-1	p23.1	DEFA5	1670	NM_021010
ENSG00000140859	16	57792129	57836935	-1	q21	KIFC3	3801	NM_005550,NM_001130100,NM_001130099
ENSG00000164818	7	766338	829190	1	p22.3	HEATR2	54919	NM_017802
ENSG00000137207	6	43479565	43484728	-1	p21.1	YIPF3	25844	NM_015388
ENSG00000101265	20	4760669	4804291	-1	p13	RASSF2	9770	NM_014737,NM_170774
ENSG00000137204	6	43263432	43273276	1	p21.1	SLC22A7	10864	NM_153320,NM_006672
ENSG00000234370	HSCHR6_MHC_MCF	30954519	30960441	1	null	null	2968	null
ENSG00000233041	15	40643234	40648632	1	q15.1	PHGR1	644844	NM_001145643
ENSG00000137210	6	10747973	10930656	1	p24.2	TMEM14B	81853	NM_001127711,NM_030969
ENSG00000257001	16	90234760	90237391	-1	q24.3	null	null	null
ENSG00000139874	14	38677204	38682272	1	q21.1	SSTR1	6751	NM_001049
ENSG00000101276	20	740724	749131	-1	p13	C20orf54	113278	NM_033409
ENSG00000233046	HSCHR6_MHC_COX	29319722	29396318	-1	null	null	81696	null
ENSG00000126561	17	40439565	40463961	1	q21.2	STAT5A	6776	NM_003152
ENSG00000247689	13	46036941	46039630	-1	q14.13	null	null	null
ENSG00000257007	HSCHR1_2_CTG31	155199026	155212619	-1	null	null	null	null
ENSG00000233049	HSCHR6_MHC_MANN	30665566	30685513	-1	null	null	8449	NM_001164239
ENSG00000257003	16	88797588	88807826	1	q24.3	null	null	null
ENSG00000017427	12	102789645	102874423	-1	q23.2	IGF1	3479	NM_001111285,NM_000618,NM_001111283,NM_001111284
ENSG00000137218	6	41737914	41754280	-1	p21.1	FRS3	10817	NM_006653
ENSG00000164821	8	6793344	6795860	-1	p23.1	DEFA4	1669	NM_001925
ENSG00000164822	8	6782215	6783598	-1	p23.1	DEFA6	1671	NM_001926
ENSG00000164823	8	90914087	90940116	1	q21.3	OSGIN2	734	NM_004337,NM_001126111
ENSG00000151514	18	76740275	76757397	1	q23	SALL3	27164	NM_171999
ENSG00000164825	8	6728097	6735544	-1	p23.1	DEFB1	1672	NM_005218
ENSG00000005448	2	74648805	74652882	1	p13.1	WDR54	84058	NM_032118
ENSG00000140854	16	57769642	57791162	1	q21	KATNB1	10300	NM_005886
ENSG00000164828	7	855528	936072	1	p22.3	SUN1	23353	NM_001171945,NM_001171946,NM_001130965,NM_025154,NM_001171944
ENSG00000126562	17	40932649	40949061	1	q21.31	WNK4	65266	NM_032387
ENSG00000176809	17	62850430	62895219	-1	q24.1	LRRC37A3	374819	NM_199340
ENSG00000257008	17	72363645	72368739	1	q25.1	GPR142	350383	NM_181790
ENSG00000137216	6	44094651	44123256	1	p21.1	TMEM63B	55362	NM_018426
ENSG00000101280	20	853296	896977	-1	p13	ANGPT4	51378	NM_015985
ENSG00000233050	8	11921898	11929256	-1	p23.1	null	245940,100133267	NM_001195257
ENSG00000101282	20	939095	982907	-1	p13	RSPO4	343637	NM_001029871,NM_001040007
ENSG00000113262	5	178392096	178423207	-1	q35.3	GRM6	2916	NM_000843
ENSG00000113263	5	156569944	156682201	1	q33.3	ITK	3702	NM_005546
ENSG00000149201	11	86085778	86134151	1	q14.2	CCDC81	60494	NM_001156474,NM_021827
ENSG00000233054	HSCHR6_MHC_APD	29054127	29055133	-1	null	null	442184	null
ENSG00000257011	6	116691471	116692870	-1	q22.1	null	null	null
ENSG00000233051	HSCHR6_MHC_COX	31358053	31374512	1	null	MICA	100507436	NM_000247,NR_036524
ENSG00000125246	13	100258919	100549387	1	q32.3	CLYBL	171425	NM_206808
ENSG00000113269	5	179345911	179499118	-1	q35.3	RNF130	55819	NM_018434
ENSG00000257018	11	65269505	65271093	-1	q13.1	null	null	null
ENSG00000125249	13	98086476	98120244	1	q32.1	RAP2A	5911	NM_021033
ENSG00000125245	13	99906968	99913998	-1	q32.3	GPR18	2841	NM_001098200,NM_005292
ENSG00000137221	6	43445261	43474294	1	p21.1	TJAP1	93643	NM_080604,NM_001146016,NM_001146020,NM_001146018,NM_001146019,NM_001146017
ENSG00000125247	13	101256181	101327347	-1	q32.3	TMTC4	84899	NM_001079669,NM_032813
ENSG00000139880	14	23516271	23526747	-1	q11.2	CDH24	64403	NM_144985,NM_022478
ENSG00000246366	8	71520812	71575514	1	q13.3	null	null	null
ENSG00000140873	16	77316025	77469011	-1	q23.1	ADAMTS18	170692	NM_199355
ENSG00000006788	17	10204183	10276322	-1	p13.1	MYH13	8735	NM_003802
ENSG00000257017	16	72088508	72110980	1	q22.2	HP,HPR	3250,3240	NM_020995,NM_005143,NM_001126102
ENSG00000257013	7	149555720	149559581	-1	q36.1	null	null	null
ENSG00000163507	3	108268833	108308491	-1	q13.13	KIAA1524	57650	NM_020890
ENSG00000163508	3	27757440	27764206	-1	p24.1	EOMES	8320	NM_005442
ENSG00000140876	16	77756411	77776151	1	q23.1	NUDT7	283927	NM_001105663
ENSG00000163501	2	219919146	219925189	-1	q35	IHH	3549	NM_002181
ENSG00000257019	9	107366924	107367951	-1	q31.1	OR13C2	392376	NM_001004481
ENSG00000257014	8	146044419	146046151	-1	q24.3	null	null	null
ENSG00000164830	8	107282473	107764922	1	q23.1	null	55074	NM_181354,NM_001198535,NM_018002,NM_001198532,NM_001198533,NM_001198534
ENSG00000101290	20	5107432	5178533	1	p12.3	CDS2	8760	NM_003818
ENSG00000139890	14	23352431	23356889	1	q11.2	REM2	161253	NM_173527
ENSG00000101292	20	5282317	5297378	-1	p12.3	PROKR2	128674	NM_144773
ENSG00000113272	5	157158205	157168456	1	q33.3	THG1L	54974	NM_017872
ENSG00000126583	19	54382444	54410906	1	q13.42	PRKCG	5582	NM_002739
ENSG00000113273	5	78073032	78281910	-1	q14.1	ARSB	411	NM_198709,NM_000046
ENSG00000149212	11	94898704	94965705	-1	q21	SESN3	143686	NM_144665
ENSG00000257024	HG75_PATCH	34580832	34766938	-1	null	null	654341,414060	null
ENSG00000101298	20	1246960	1289972	1	p13	SNPH	9751	NM_014723
ENSG00000125257	13	95672083	95953687	-1	q32.1	ABCC4	10257	NM_005845,NM_001105515
ENSG00000139899	14	24895742	24898731	-1	q12	CBLN3	643866	NM_001039771
ENSG00000005469	7	86974997	87029111	1	q21.12	CROT	54677	NR_026585,NM_001143935,NM_021151
ENSG00000149218	11	94822974	94865809	1	q21	ENDOD1	23052	NM_015036
ENSG00000125255	13	103696350	103719196	-1	q33.1	SLC10A2	6555	NM_000452
ENSG00000257028	15	80215507	80217194	1	q25.1	C15orf37	null	NR_028330
ENSG00000257029	X	37478969	37486447	1	p21.1	null	null	null
ENSG00000150201	10	43867090	43871783	1	q11.21	FXYD4	53828	NM_001184963,NM_173160
ENSG00000151532	10	114206756	114578503	1	q25.2	VTI1A	143187	NM_145206
ENSG00000163510	2	180809603	180871840	-1	q31.3	CWC22	57703	NM_020943
ENSG00000188803	17	11144580	11462196	1	p12	SHISA6	388336	NM_207386
ENSG00000163515	3	108462271	108476231	-1	q13.13	RETNLB	84666	NM_032579
ENSG00000164841	8	109619079	109799844	-1	q23.1	TMEM74	157753	NM_153015
ENSG00000163517	3	13521224	13547916	1	p25.1	HDAC11	79885	NM_001136041,NM_024827
ENSG00000163518	1	157543539	157567870	-1	q23.1	FCRL4	83417	NM_031282
ENSG00000163519	3	108541545	108573852	1	q13.13	TRAT1	50852	NM_016388
ENSG00000101294	20	30102231	30157370	1	q11.21	HM13	81502	NM_178580,NM_030789,NM_178581
ENSG00000188807	1	9648932	9674935	1	p36.22	TMEM201	199953	NM_001010866,NM_001130924
ENSG00000188801	9	99959537	99961910	-1	q22.33	ZNF322B	387328	NM_199005
ENSG00000163513	3	30647994	30735634	1	p24.1	TGFBR2	7048	NM_001024847,NM_003242
ENSG00000164849	7	1084212	1098897	1	p22.3	GPR146	115330	NM_138445
ENSG00000126581	17	40962150	40976310	-1	q21.31	BECN1	8678	NM_003766
ENSG00000188800	1	40711619	40717363	1	p34.2	TMCO2	127391	NM_001008740
ENSG00000163512	3	28356494	28390618	-1	p24.1	AZI2	64343	NM_001134432,NM_001134433,NM_022461
ENSG00000004139	17	26691378	26728046	1	q11.2	SARM1	23098	NM_015077
ENSG00000113282	5	157212751	157286183	-1	q33.3	CLINT1	9685	NM_001195555,NM_001195556,NM_014666
ENSG00000257031	7	99417641	99417709	1	q22.1	null	null	null
ENSG00000257032	10	134777219	134778714	-1	q26.3	null	null	null
ENSG00000005471	7	87031013	87109751	-1	q21.12	ABCB4	5244	NM_000443,NM_018850,NM_018849
ENSG00000233076	HSCHR6_MHC_MANN	31734308	31737887	-1	null	null	23564	null
ENSG00000125266	13	107142093	107187462	-1	q33.3	EFNB2	1948	NM_004093
ENSG00000257036	HG745_PATCH	36481493	36499693	-1	null	null	440435	null
ENSG00000163516	2	220094479	220101391	1	q35	ANKZF1	55139	NM_018089,NM_001042410
ENSG00000257039	11	134205136	134208984	-1	q25	null	null	null
ENSG00000257030	17	38804595	38805025	1	q21.2	null	null	null
ENSG00000164850	7	1121844	1133451	1	p22.3	GPER	2852	NM_001505,NM_001039966,NM_001098201
ENSG00000163520	3	13573824	13679922	1	p25.1	FBLN2	2199	NM_001165035,NM_001004019,NM_001998
ENSG00000163521	2	220101328	220110200	-1	q35	GLB1L	79411	NM_024506
ENSG00000188811	13	39612443	39625205	1	q13.3	NHLRC3	387921	NM_001012754,NM_001017370
ENSG00000164853	7	1272543	1276954	1	p22.3	UNCX	340260	NM_001080461
ENSG00000164855	7	1585796	1600457	-1	p22.3	TMEM184A	202915	NM_001097620
ENSG00000176834	12	118501398	118573831	-1	q24.23	VSIG10	54621	NM_019086
ENSG00000175505	11	67131639	67141648	-1	q13.2	CLCF1	23529	NM_013246,NM_001166212
ENSG00000188816	10	124907638	124910188	1	q26.13	HMX2	3167	NM_005519
ENSG00000188817	3	63638344	63664696	1	p14.2	SNTN	132203	NM_001080537
ENSG00000163528	3	14153580	14166370	-1	p25.1	CHCHD4	131474	NM_144636,NM_001098502
ENSG00000188818	5	710471	851101	-1	p15.33	ZDHHC11	79844	NM_024786
ENSG00000163527	3	31574130	31679112	1	p23	STT3B	201595	NM_178862
ENSG00000030419	2	213864429	214017151	-1	q34	IKZF2	22807	NM_001079526,NM_016260
ENSG00000257040	14	72456191	72458326	-1	q24.2	C14orf57	null	null
ENSG00000257041	1	120291701	120296198	-1	p12	null	null	null
ENSG00000149231	11	96085933	96123087	-1	q21	CCDC82	79780	NM_024725
ENSG00000005483	7	104654626	104754808	1	q22.3	MLL5	55904	NM_018682,NM_182931
ENSG00000257044	14	32545184	32545847	-1	q12	C14orf128	null	NR_027263
ENSG00000005486	7	75471920	75518244	1	q11.23	RHBDD2	57414	NM_001040456,NM_001040457
ENSG00000138587	15	56720929	56757335	-1	q21.3	MNS1	55329	NM_018365
ENSG00000257047	HSCHR5_1_CTG1	68665138	68710869	1	null	null	null	null
ENSG00000028116	2	58134786	58387055	1	p16.1	VRK2	7444	NM_001130481,NM_006296,NR_036441,NM_001130483,NM_001130482,NM_001130480
ENSG00000257049	HG104_HG975_PATCH	144766622	144794907	1	null	null	286075	null
ENSG00000113296	5	79287134	79379110	1	q14.1	THBS4	7060	NM_003248
ENSG00000137251	6	54172657	54254950	1	p12.1	TINAG	27283	NM_014464
ENSG00000163530	3	109012635	109035364	-1	q13.13	DPPA2	151871	NR_027764,NM_138815
ENSG00000163531	1	204797779	204991950	1	q32.1	NFASC	23114	NM_001005389,NM_001160333,NM_001160331,NM_001160332,NM_015090,NM_001005388
ENSG00000151553	10	116581503	116659591	1	q25.3	FAM160B1	57700	NM_001135051,NM_020940
ENSG00000188822	1	24197016	24285549	-1	p36.11	CNR2	1269	NM_001841
ENSG00000163534	1	157764193	157789895	-1	q23.1	FCRL1	115350	NM_052938,NM_001159397,NM_001159398
ENSG00000175514	11	67218772	67220200	-1	q13.2	GPR152	390212	NM_206997
ENSG00000067704	1	220267444	220321380	1	q41	IARS2	55699	NM_018060
ENSG00000163536	3	167453031	167543356	1	q26.1	SERPINI1	5274	NM_001122752,NM_005025
ENSG00000176845	17	81037567	81052585	1	q25.3	METRNL	284207	NM_001004431
ENSG00000188828	X	102962152	102983583	-1	q22.2	GLRA4	441509	NM_001024452
ENSG00000163539	3	33537737	33759848	-1	p22.3	CLASP2	23122	NM_015097
ENSG00000188820	6	116782533	116784934	1	q22.1	FAM26F	441168	NM_001010919
ENSG00000164867	7	150688083	150711676	1	q36.1	NOS3	4846	NM_001160109,NM_000603,NM_001160110,NM_001160111
ENSG00000188827	16	3631182	3661599	-1	p13.3	SLX4	84464	NM_032444
ENSG00000257046	12	20968608	21243179	1	p12.2	null	null	null
ENSG00000151552	4	17461884	17513857	-1	p15.32	QDPR	5860	NM_000320
ENSG00000176842	16	54964699	54968397	1	q12.2	IRX5	10265	NM_005853
ENSG00000137259	6	26033320	26033796	-1	p22.2	HIST1H2AB	8335,3012	NM_003513
ENSG00000233092	HG998_2_PATCH	139230205	139233120	-1	null	null	null	NR_026964
ENSG00000257050	4	84028977	84041092	1	q21.22	null	null	null
ENSG00000233094	GL000222.1	129789	134090	1	null	null	null	null
ENSG00000233095	HSCHR6_MHC_SSTO	29791438	29795610	1	null	null	3135	null
ENSG00000125285	13	95361886	95364389	-1	q32.1	SOX21	11166	NM_007084
ENSG00000149243	11	75133438	75141674	-1	q13.4	KLHL35	283212	NM_001039548
ENSG00000137265	6	391739	411447	1	p25.3	IRF4	3662	NR_036585,NM_001195286,NM_002460
ENSG00000257054	6	161411346	161413374	-1	q26	null	null	null
ENSG00000257055	14	65877400	65879304	-1	q23.3	null	null	NR_024334
ENSG00000138594	15	52121845	52204335	1	q21.2	TMOD3	29766	NM_014547
ENSG00000137267	6	3153903	3157809	-1	p25.2	TUBB2A	7280	NM_001069
ENSG00000138592	15	50716579	50793280	1	q21.2	USP8	9101	NM_001128611,NM_005154,NM_001128610
ENSG00000164871	8	7300206	7321196	-1	p23.1	SPAG11B	10407	NM_058201,NM_058202,NM_016512,NM_058203,NM_058206,NM_058207,NM_058200
ENSG00000163541	2	84650647	84687169	-1	p11.2	SUCLG1	8802	NM_003849
ENSG00000152894	6	128289924	128841870	-1	q22.33	PTPRK	5796	NM_001135648,NM_002844
ENSG00000055732	1	85483765	85514182	-1	p22.3	MCOLN3	55283	NM_018298
ENSG00000188833	9	140328816	140336268	-1	q34.3	ENTPD8	377841	NM_198585,NM_001033113
ENSG00000163545	1	205271187	205290883	-1	q32.1	NUAK2	81788	NM_030952
ENSG00000164877	7	1468101	1499138	-1	p22.3	MICALL2	79778	NM_182924
ENSG00000067715	12	79257773	79845787	1	q21.2	SYT1	6857	NM_001135805,NM_001135806,NM_005639
ENSG00000164879	8	86285665	86361269	1	q21.2	CA3	761	NM_005181
ENSG00000176853	8	124780696	124827692	1	q24.13	FAM91A1	157769	NM_144963
ENSG00000042429	11	93517393	93547861	1	q21	MED17	9440	NM_004268
ENSG00000138593	15	49280967	49338695	-1	q21.1	SECISBP2L	9728	NM_001193489,NM_014701
ENSG00000257059	7	56871752	56884913	1	p11.2	null	null	null
ENSG00000175518	11	5535623	5537935	-1	p15.4	UBQLNL	143630	NM_145053
ENSG00000137266	6	3269196	3457256	-1	p25.2	SLC22A23	63027	NM_015482,NM_021945
ENSG00000175520	11	5528530	5531215	-1	p15.4	UBQLN3	50613	NM_017481
ENSG00000137261	6	24544332	24646383	-1	p22.3	KIAA0319	9856	NM_001168376,NM_001168377,NM_001168374,NM_014809,NM_001168375
ENSG00000137269	6	53659295	53788919	1	p12.1	LRRC1	55227	NM_018214
ENSG00000163535	2	201374731	201448505	1	q33.1	SGOL2	151246	NM_001160046,NM_152524,NM_001160033
ENSG00000188825	17	41447213	41466266	-1	q21.31	null	null	NR_027412,NR_027413
ENSG00000257062	12	21200113	21329829	1	p12.2	null	null	null
ENSG00000257063	1	150789826	150789989	1	q21.3	null	null	null
ENSG00000017483	X	48316920	48328644	-1	p11.23	SLC38A5	92745	NM_033518
ENSG00000257065	6	144128229	144165754	1	q24.2	null	null	null
ENSG00000137273	6	1390069	1395832	1	p25.3	FOXF2	2295	NM_001452
ENSG00000149256	11	78363876	79151992	-1	q14.1	ODZ4	26011	NM_001098816
ENSG00000149257	11	75273101	75283828	1	q13.5	SERPINH1	871	NM_001235
ENSG00000257069	11	64059194	64072241	1	q13.1	null	50801	null
ENSG00000257064	12	22841432	22842571	1	p12.1	null	null	null
ENSG00000137275	6	3064092	3115421	1	p25.2	RIPK1	8737	NM_003804
ENSG00000028137	1	12227060	12269285	1	p36.22	TNFRSF1B	7133	NM_001066
ENSG00000151572	12	101111304	101522419	1	q23.1	ANO4	121601	NM_178826
ENSG00000187510	12	93130265	93165868	1	q22	PLEKHG7	440107	NM_001004330
ENSG00000162222	11	62495541	62507756	1	q12.3	TTC9C	283237	NM_173810
ENSG00000151575	15	56657625	56738195	1	q21.3	TEX9	374618	NM_198524
ENSG00000163554	1	158580278	158656488	-1	q23.1	SPTA1	6708	NM_003126
ENSG00000151577	3	113847499	113918254	-1	q13.31	DRD3	1814	NM_033663,NM_000796
ENSG00000175535	10	118305443	118327367	1	q25.3	PNLIP	5406	NM_000936
ENSG00000162227	11	62538775	62554814	1	q12.3	TAF6L	10629	NM_006473
ENSG00000163558	3	169940153	170023769	1	q26.2	PRKCI	5584	NM_002740
ENSG00000188846	3	40498783	40506549	1	p22.1	RPL14	9045	NM_003973,NM_001034996
ENSG00000151576	3	113724680	113807269	1	q13.31	QTRTD1	79691	NM_024638
ENSG00000175538	11	74165886	74178774	-1	q13.4	KCNE3	10008	NM_005472
ENSG00000137274	6	3118608	3153812	1	p25.2	BPHL	670	NR_026650,NR_026648,NR_026649,NM_004332
ENSG00000174206	12	64580096	64616076	-1	q14.2	C12orf66	144577	NM_152440
ENSG00000187513	1	35258599	35261348	1	p34.3	GJA4	2701	NM_002060
ENSG00000188831	14	36840370	36841574	1	q13.3	null	null	null
ENSG00000175536	11	74202757	74204778	-1	q13.4	LIPT2	387787	NM_001144869
ENSG00000187516	X	37850070	37850569	1	p11.4	CXorf27	25763	NM_012274
ENSG00000150244	11	55029658	55038595	1	q11	TRIM48	79097	NM_024114
ENSG00000149260	11	76777979	76837201	1	q13.5	CAPN5	726	NM_004055
ENSG00000257071	14	92531633	92537386	1	q32.12	null	null	null
ENSG00000149262	11	77589766	77705724	-1	q14.1	INTS4	92105	NM_033547
ENSG00000164889	7	150754297	150773614	1	q36.1	SLC4A2	6522	NM_001199693,NM_003040,NM_001199694,NM_001199692
ENSG00000137285	6	3224517	3231964	-1	p25.2	TUBB2B	347733	NM_178012
ENSG00000164885	7	150750899	150755617	-1	q36.1	CDK5	1020	NM_001164410,NM_004935
ENSG00000257076	12	123641057	123728561	-1	q24.31	null	null	null
